School,Room,Tag#,Type,Brand,Model Number,Serial Number,PO#,Vendor,Price,Funds,Purchase Date,Disposal Date
Ridgemont Elementary,1 to 1,60325,Laptop,Lenovo,82VL,PW0BL8FK,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60326,Laptop,Lenovo,82VL,PW0BL8MS,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60327,Laptop,Lenovo,82VL,PW0BL8QP,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60328,Laptop,Lenovo,82VL,PW0BL8JD,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60331,Laptop,Lenovo,82VL,PW0BL8JZ,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60332,Laptop,Lenovo,82VL,PW0BL8G3,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60333,Laptop,Lenovo,82VL,PW0BL8RW,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60334,Laptop,Lenovo,82VL,PW0BL8LF,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60335,Laptop,Lenovo,82VL,PW0BL8V4,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60336,Laptop,Lenovo,82VL,PW0BL8PG,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60337,Laptop,Lenovo,82VL,PW0BL8PD,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60338,Laptop,Lenovo,82VL,PW0BL8K0,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60339,Laptop,Lenovo,82VL,PW0BL8TD,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60340,Laptop,Lenovo,82VL,PW0BL8KL,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60341,Laptop,Lenovo,82VL,PW0BL8K9,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60342,Laptop,Lenovo,82VL,PW0BL8GT,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60343,Laptop,Lenovo,82VL,PW0BL8H3,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60344,Laptop,Lenovo,82VL,PW0BL8RN,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60346,Laptop,Lenovo,82VL,PW0BL8MH,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60347,Laptop,Lenovo,82VL,PW0BL8LE,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60348,Laptop,Lenovo,82VL,PW0BL9PY,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60349,Laptop,Lenovo,82VL,PW0BL8KP,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60350,Laptop,Lenovo,82VL,PW0BL8K8,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60351,Laptop,Lenovo,82VL,PW0BL8NN,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60352,Laptop,Lenovo,82VL,PW0BL8GP,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60353,Laptop,Lenovo,82VL,PW0BL8FB,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60354,Laptop,Lenovo,82VL,PW0BL8FD,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60355,Laptop,Lenovo,82VL,PW0BL8SK,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60356,Laptop,Lenovo,82VL,PW0BL8JL,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60357,Laptop,Lenovo,82VL,PW0BL8P0,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60358,Laptop,Lenovo,82VL,PW0BL8F6,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60359,Laptop,Lenovo,82VL,PW0BL8H1,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60360,Laptop,Lenovo,82VL,PW0BL8PC,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60362,Laptop,Lenovo,82VL,PW0BL8HR,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60363,Laptop,Lenovo,82VL,PW0BL8JG,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60364,Laptop,Lenovo,82VL,PW0BL8GX,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60366,Laptop,Lenovo,82VL,PW0BL8G4,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60367,Laptop,Lenovo,82VL,PW0BL8HS,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60368,Laptop,Lenovo,82VL,PW0BL8J2,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60369,Laptop,Lenovo,82VL,PW0BL8QE,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60370,Laptop,Lenovo,82VL,PW0BL8J6,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60371,Laptop,Lenovo,82VL,PW0BL8JH,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60372,Laptop,Lenovo,82VL,PW0BL8KZ,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60373,Laptop,Lenovo,82VL,PW0BL8NA,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60374,Laptop,Lenovo,82VL,PW0BL8F9,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60375,Laptop,Lenovo,82VL,PW0BL8HV,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60376,Laptop,Lenovo,82VL,PW0BL8GV,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60377,Laptop,Lenovo,82VL,PW0BL8HJ,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60378,Laptop,Lenovo,82VL,PW0BL8TK,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60379,Laptop,Lenovo,82VL,PW0BL8KS,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60380,Laptop,Lenovo,82VL,PW0BL8V6,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60382,Laptop,Lenovo,82VL,PW0BL8KK,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60383,Laptop,Lenovo,82VL,PW0BL8NR,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60384,Laptop,Lenovo,82VL,PW0BL8HD,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60385,Laptop,Lenovo,82VL,PW0BL8PL,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60386,Laptop,Lenovo,82VL,PW0BL8TH,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60387,Laptop,Lenovo,82VL,PW0BL8EE,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60388,Laptop,Lenovo,82VL,PW0BL8F7,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60390,Laptop,Lenovo,82VL,PW0BL8K4,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60391,Laptop,Lenovo,82VL,PW0BL8KM,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60392,Laptop,Lenovo,82VL,PW0BL8LN,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60393,Laptop,Lenovo,82VL,PW0BL8ST,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60394,Laptop,Lenovo,82VL,PW0BL8SH,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60395,Laptop,Lenovo,82VL,PW0BL8LC,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60396,Laptop,Lenovo,82VL,PW0BL8HF,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60397,Laptop,Lenovo,82VL,PW0BL8V8,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60414,Laptop,Lenovo,82VL,PW0BL8SX,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60447,Laptop,Lenovo,82VL,PW0BL8EY,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60498,Laptop,Lenovo,82VL,PW0BL8T2,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60499,Laptop,Lenovo,82VL,PW0BL8TN,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60636,Laptop,Lenovo,82VL,PW0BL8G0,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Ridgemont Elementary,1 to 1,60775,Laptop,Lenovo,82VL,PW0CVL2Q,228404,"Unistar-Sparco Computers, Inc",545.96,General Purpose,7/26/2024,0000-00-00
Ridgemont Elementary,1 to 1,60795,Laptop,Lenovo,82VL,PW0CVL2J,228404,"Unistar-Sparco Computers, Inc",545.96,General Purpose,7/26/2024,0000-00-00
Ridgemont Elementary,1 to 1,60796,Laptop,Lenovo,82VL,PW0CVL29,228404,"Unistar-Sparco Computers, Inc",545.96,General Purpose,7/26/2024,0000-00-00
Ridgemont Elementary,1 to 1,60798,Laptop,Lenovo,82VL,PW0CVL2X,228404,"Unistar-Sparco Computers, Inc",545.96,General Purpose,7/26/2024,0000-00-00
Ridgemont Elementary,1 to 1,60799,Laptop,Lenovo,82VL,PW0CVL1Y,228404,"Unistar-Sparco Computers, Inc",545.96,General Purpose,7/26/2024,0000-00-00
Ridgemont Elementary,Principal,58740,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
Ridgemont Elementary,Asst Principal Office,58741,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
Ridgemont Elementary,N-11,58742,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
Ridgemont Elementary,N-11,58743,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
Ridgemont Elementary,N-11,58744,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
Ridgemont Elementary,N-11,58745,Pocket Translator,Pocketalk ,Pocketalk S Plus,8.62793E+14,96740,Pocket Talk,259,ESSER 3.0,9/25/2024,0000-00-00
Ridgemont Elementary,S-7,60925,Document Camera,Hovercam,Solo 8Plus,SL8P2411058363B9,229518,"Central Technologies, Inc",349,General Purpose,4/2/2025,0000-00-00
Ridgemont Elementary,S-11,60927,Scanner/Printer/Copi,Brother,MFC-L8900CDW,U64646A5F444440,96835,"Unistar-Sparco Computers, Inc",672.98,IDEA Part B,4/3/2025,0000-00-00
Ridgemont Elementary,Mobile,65012,Laptop,Lenovo,1s21LNS4XR00,PW0JT2KQ,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,1 to 1,65014,Laptop,Lenovo,1s21LNS4XR00,PW0JT2RJ,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,Mobile,65022,Laptop,Lenovo,1s21LNS4XR00,PW0JT2MM,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-9,65023,Laptop,Lenovo,1s21LNS4XR00,PW0JT2PF,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,Principal Office,65027,Laptop,Lenovo,1s21LNS4XR00,PW0JT2NK,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-5,65028,Laptop,Lenovo,1s21LNS4XR00,PW0JT2P9,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,E-8,65031,Laptop,Lenovo,1s21LNS4XR00,PW0JT2NH,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-9,65034,Laptop,Lenovo,1s21LNS4XR00,PW0JT2Q2,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-6,65041,Laptop,Lenovo,1s21LNS4XR00,PW0JT2QS,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-11,65042,Laptop,Lenovo,1s21LNS4XR00,PW0JT2PQ,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,E-2,65047,Laptop,Lenovo,1s21LNS4XR00,PW0JT2MP,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,W-1,65081,Laptop,Lenovo,1s21LNS4XR00,PW0JT2M7,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-14,65082,Laptop,Lenovo,1s21LNS4XR00,PW0JT2K8,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,Gym,65088,Laptop,Lenovo,1s21LNS4XR00,PW0JT2NZ,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-4,65097,Laptop,Lenovo,1s21LNS4XR00,PW0JWN82,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-11,65100,Laptop,Lenovo,1s21LNS4XR00,PW0JWN8A,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-10,65112,Laptop,Lenovo,1s21LNS4XR00,PW0JT2M6,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,1 to 1,65113,Laptop,Lenovo,1s21LNS4XR00,PW0JWN8Z,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,E-6,65119,Laptop,Lenovo,1s21LNS4XR00,PW0JWN87,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-10,65126,Laptop,Lenovo,1s21LNS4XR00,PW0JT2LN,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-10,65127,Laptop,Lenovo,1s21LNS4XR00,PW0JT2KY,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-15,65134,Laptop,Lenovo,1s21LNS4XR00,PW0JWN9W,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,1 to 1,65143,Laptop,Lenovo,1s21LNS4XR00,PW0JT2KP,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-11,65158,Laptop,Lenovo,1s21LNS4XR00,PW0JT2R9,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,Mobile,65178,Laptop,Lenovo,1s21LNS4XR00,PW0JT2QC,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,E-7,65193,Laptop,Lenovo,1s21LNS4XR00,PW0JT2R1,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-2,65196,Laptop,Lenovo,1s21LNS4XR00,PW0JT2N4,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,5-8 Workroom,65206,Laptop,Lenovo,1s21LNS4XR00,PW0JT2QX,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,E-3,65209,Laptop,Lenovo,1s21LNS4XR00,PW0JT2S5,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-7,65210,Laptop,Lenovo,1s21LNS4XR00,PW0JT2LP,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-11,65211,Laptop,Lenovo,1s21LNS4XR00,PW0JT2R4,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-13,65220,Laptop,Lenovo,1s21LNS4XR00,PW0JT2NN,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,Band,65235,Laptop,Lenovo,1s21LNS4XR00,PW0JT2LH,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-12,65239,Laptop,Lenovo,1s21LNS4XR00,PW0JWN83,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,S-2,65245,Laptop,Lenovo,1s21LNS4XR00,PW0JWNAA,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-11,65254,Laptop,Lenovo,1s21LNS4XR00,PW0JWN8Q,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,E-8,65255,Laptop,Lenovo,1s21LNS4XR00,PW0JT2KG,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-9,65265,Laptop,Lenovo,1s21LNS4XR00,PW0JT2KX,00000000,Lenovo Financial Services,1327.82,General Purpose,7/17/2025,0000-00-00
Ridgemont Elementary,N-9,51312,Printer,Brother,HL-L5100DN,U64219E7N666506,217126,Central Knox,181.5,General Purpose,7/3/2017,0000-00-00
Ridgemont Elementary,N-4,52386,Laptop,Lenovo,300e 2nd Gen,P206DWN8,,CDW-G,,General Purpose,,0000-00-00
Ridgemont Elementary,N-4,52387,Laptop,Lenovo,300e 2nd Gen,P206DWML,,CDW-G,,General Purpose,,0000-00-00
Ridgemont Elementary,N-4,52388,Laptop,Lenovo,300e 2nd Gen,P206DWR7,,CDW-G,,General Purpose,,0000-00-00
Ridgemont Elementary,Office,51329,Printer,Brother,Brother HL-L5100DN,U64219D6N239782,217126,Central Knox,181.5,General Purpose,7/3/2017,0000-00-00
Ridgemont Elementary,N-4,51340,Projector,Epson,107,X4YW7Y02941,218458,Central Knox,455,General Purpose,4/12/2018,0000-00-00
Ridgemont Elementary,N-7,51377,Printer,Brother,HL-L5100DN,U64219E7N666485,217126,"Central Technologies, Inc",181.5,General Purpose,7/18/2017,0000-00-00
Ridgemont Elementary,E-5,51387,Printer,Brother,HL-L5100DN,U64219L6N478625,217126,Central Technologies,181.5,General Purpose,7/18/2017,0000-00-00
Ridgemont Elementary,S-6,51402,Printer,Brother,HL-L5100DN,U64219A8N925311,218458,"Central Technologies, Inc",181.5,General Purpose,4/16/2018,0000-00-00
Ridgemont Elementary,N-8,51405,Printer,Brother,HL-L5100DN,U64219C9N459097,220764,"Central Technologies, Inc.",199,General Purpose,8/7/2019,0000-00-00
Ridgemont Elementary,N-14,51406,Printer,Brother,HL-L5100DN,U64219C9N459347,220764,"Central Technologies, Inc.",199,General Purpose,8/7/2019,0000-00-00
Ridgemont Elementary,Cafeteria,51408,Printer,Brother,MFC-L5700DW,U64238G8N802623,15970,,,Food Service,,0000-00-00
Ridgemont Elementary,Library,51413,Printer,Brother,HL-L5100DN,U64219C9N459112,220764,"Central Technologies, Inc.",199,General Purpose,8/7/2019,0000-00-00
Ridgemont Elementary,Asst Principal Office,51988,Monitor,LG,32MP58HQ-P,908NTXR44306,,Amazon,169.99,,9/24/2019,0000-00-00
Ridgemont Elementary,Bookkeeper,51989,Monitor,LG,32MP58HQ-P,908NTSU44342,,Amazon,169.99,General Purpose,9/24/2019,0000-00-00
Ridgemont Elementary,Principal Office,51987,Monitor,LG,32MP58HQ-P,908NTTQ44345,,Amazon,169.99,General Purpose,9/18/2019,0000-00-00
Ridgemont Elementary,Bookkeeper,51205,Printer,Brother,HL-L5100DN,U642119E7N664935,,,,General Purpose,,0000-00-00
Ridgemont Elementary,E-6,??,Printer,Brother,HL-L5100DN,U64219C9N459119,220764,Central Technologies INC,199,General Purpose,8/7/2019,0000-00-00
Ridgemont Elementary,N-13,51429,Monitor,LG,32ML600M,909NTRL2M158,,Amazon,,General Purpose,,0000-00-00
Ridgemont Elementary,N-2,51495,Printer,Brother,HL-L6200DW,U64180E0N906336,222342,"GovConnection, Inc.",226.95,General Purpose,8/19/2020,0000-00-00
Ridgemont Elementary,E-5,54340,Document Camera,HoverCam,Ultra 8,UT88201115959266,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Ridgemont Elementary,S-8,54341,Document Camera,HoverCam,Ultra 8,UT820111600D428,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Ridgemont Elementary,S-5,54342,Document Camera,HoverCam,Ultra 8,UT820111594DF86,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Ridgemont Elementary,S-2,54343,Document Camera,HoverCam,Ultra 8,UT82011159346B3,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Ridgemont Elementary,E-7,54344,Document Camera,HoverCam,Ultra 8,UT8201115971B76,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Ridgemont Elementary,N-7,54345,Document Camera,HoverCam,Ultra 8,UT820111596701C,95486,"Central Technologies, Inc.",445,Reopening and Programmatic Supports Grant,12/7/2020,0000-00-00
Ridgemont Elementary,S-7,54346,Projector,Epson,Powerlite W39,X4YQ0100555,,,,,,0000-00-00
Ridgemont Elementary,N2,52911,Laptop,Lenovo,ThinkPad 11e Yoga Gen 6,LR-0E6Z0P,95428,"Central Technologies, Inc.",651,Reopening and Programmatic Supports Grant,9/18/2020,0000-00-00
Ridgemont Elementary,N2,52912,Laptop,Lenovo,ThinkPad 11e Yoga Gen 6,LR-0E6Z03,95428,"Central Technologies, Inc.",651,Reopening and Programmatic Supports Grant,9/18/2020,0000-00-00
Ridgemont Elementary,N2,52913,Laptop,Lenovo,ThinkPad 11e Yoga Gen 6,LR-0E6Z0J,95428,"Central Technologies, Inc.",651,Reopening and Programmatic Supports Grant,9/18/2020,0000-00-00
Ridgemont Elementary,N2,52914,Laptop,Lenovo,ThinkPad 11e Yoga Gen 6,LR-0E6YZZ,95428,"Central Technologies, Inc.",651,Reopening and Programmatic Supports Grant,9/18/2020,0000-00-00
Ridgemont Elementary,N2,52915,Laptop,Lenovo,ThinkPad 11e Yoga Gen 6,LR-0E6Z05,95428,"Central Technologies, Inc.",651,Reopening and Programmatic Supports Grant,9/18/2020,0000-00-00
Ridgemont Elementary,1 to 1,53124,Cart,Anywhere Cart,AC-SLIM-PW45,AC-SLIM-32691,222153,"Central Technologies, Inc.",1900,ESSER 1.0,1/27/2021,0000-00-00
